cache_size,block_size,associativity,write_back,write_allocate,miss_rate,total_cycle
65536,16,2,0,1,0.453424,7475135
65536,16,2,0,0,0.60457,9912614
65536,16,4,1,1,0.453424,7475135
65536,16,4,1,0,0.60457,9912614
65536,16,4,0,1,0.453424,7475135
65536,16,4,0,0,0.60457,9912614
65536,16,8,1,1,0.453424,7475135
65536,16,8,1,0,0.60457,9912614
65536,16,8,0,1,0.453424,7475135
65536,16,8,0,0,0.60457,9912614
65536,16,16,1,1,0.453424,7475135
65536,16,16,1,0,0.60457,9912614
65536,16,16,0,1,0.453424,7475135
65536,16,16,0,0,0.60457,9912614
65536,16,32,1,1,0.453424,7475135
65536,16,32,1,0,0.60457,9912614
65536,16,32,0,1,0.453424,7475135
65536,16,32,0,0,0.60457,9912614
65536,32,1,1,1,0.227004,3823718
65536,32,1,1,0,0.453621,7478303
65536,32,1,0,1,0.227004,3823718
65536,32,1,0,0,0.453621,7478303
65536,32,2,1,1,0.226746,3819560
65536,32,2,1,0,0.453449,7475531
65536,32,2,0,1,0.226746,3819560
65536,32,2,0,0,0.453449,7475531
65536,32,4,1,1,0.226746,3819560
65536,32,4,1,0,0.453449,7475531
65536,32,4,0,1,0.226746,3819560
65536,32,4,0,0,0.453449,7475531
65536,32,8,1,1,0.226746,3819560
65536,32,8,1,0,0.453449,7475531
65536,32,8,0,1,0.226746,3819560
65536,32,8,0,0,0.453449,7475531
65536,32,16,1,1,0.226746,3819560
65536,32,16,1,0,0.453449,7475531
65536,32,16,0,1,0.226746,3819560
65536,32,16,0,0,0.453449,7475531
65536,32,32,1,1,0.226746,3819560
65536,32,32,1,0,0.453449,7475531
65536,32,32,0,1,0.226746,3819560
65536,32,32,0,0,0.453449,7475531
65536,64,1,1,1,0.113956,2000633
65536,64,1,1,0,0.378241,6262682
65536,64,1,0,1,0.113956,2000633
65536,64,1,0,0,0.378241,6262682
65536,64,2,1,1,0.113404,1991723
65536,64,2,1,0,0.377873,6256742
65536,64,2,0,1,0.113404,1991723
65536,64,2,0,0,0.377873,6256742
65536,64,4,1,1,0.113404,1991723
65536,64,4,1,0,0.377873,6256742
65536,64,4,0,1,0.113404,1991723
65536,64,4,0,0,0.377873,6256742
65536,64,8,1,1,0.113404,1991723
65536,64,8,1,0,0.377873,6256742
65536,64,8,0,1,0.113404,1991723
65536,64,8,0,0,0.377873,6256742
65536,64,16,1,1,0.113404,1991723
65536,64,16,1,0,0.377873,6256742
65536,64,16,0,1,0.113404,1991723
65536,64,16,0,0,0.377873,6256742
65536,64,32,1,1,0.113404,1991723
65536,64,32,1,0,0.377873,6256742
65536,64,32,0,1,0.113404,1991723
65536,64,32,0,0,0.377873,6256742
65536,128,1,1,1,0.0578651,1096070
65536,128,1,1,0,0.340843,5659574
65536,128,1,0,1,0.0578651,1096070
65536,128,1,0,0,0.340843,5659574
65536,128,2,1,1,0.0567233,1077656
65536,128,2,1,0,0.340082,5647298
65536,128,2,0,1,0.0567233,1077656
65536,128,2,0,0,0.340082,5647298
65536,128,4,1,1,0.0567233,1077656
65536,128,4,1,0,0.340082,5647298
65536,128,4,0,1,0.0567233,1077656
65536,128,4,0,0,0.340082,5647298
65536,128,8,1,1,0.0567233,1077656
65536,128,8,1,0,0.340082,5647298
65536,128,8,0,1,0.0567233,1077656
65536,128,8,0,0,0.340082,5647298
65536,128,16,1,1,0.0567233,1077656
65536,128,16,1,0,0.340082,5647298
65536,128,16,0,1,0.0567233,1077656
65536,128,16,0,0,0.340082,5647298
65536,128,32,1,1,0.0567233,1077656
65536,128,32,1,0,0.340082,5647298
65536,128,32,0,1,0.0567233,1077656
65536,128,32,0,0,0.340082,5647298
65536,256,1,1,1,0.0306944,657896
65536,256,1,1,0,0.322727,5367425
65536,256,1,0,1,0.0306944,657896
65536,256,1,0,0,0.322727,5367425
65536,256,2,1,1,0.0283739,620474
65536,256,2,1,0,0.32118,5342477
65536,256,2,0,1,0.0283739,620474
65536,256,2,0,0,0.32118,5342477
65536,256,4,1,1,0.0283739,620474
65536,256,4,1,0,0.32118,5342477
65536,256,4,0,1,0.0283739,620474
65536,256,4,0,0,0.32118,5342477
